GOBIERNO,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,CODIGO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,CONVENIO_MODIFICATORIO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,FOLIO_RUPC,ESTRATIFICACION_MPC,SIGLAS_PAIS,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,C_EXTERNO,ORGANISMO,ANUNCIO,PROVEEDOR_CONTRATISTA
APF,CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,011L4J999,CINVESTAV-Recursos Materiales #011L4J999,Leticia Brigida Cadena Gutierrez,215519,REQ.4947 METANOL ETHANOL Y MERCAPTO 1,Z15122015 12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011L4J999-N443-2012,,2012-07-10 11:20,2012-07-12 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,160983,REQ.4947 PED.2616,2012-08-02,2012-09-03,4710.2,MXN,Terminado,No,0,,,,,0,0,0,,Mediana,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=134207,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO SA DE CV,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO S.A. DE .CV.,False
APF,CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,011L4J999,CINVESTAV-Recursos Materiales #011L4J999,Leticia Brigida Cadena Gutierrez,218687,REQ.5162 MTTO Y LIMPIEZA A CENTRIFUGA Y A EQUIPO AGILENT,Z15122015 12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011L4J999-N560-2012,,2012-07-12 13:09,2012-07-14 16:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,161757,REQ.5162 PED.3383,2012-08-03,2012-09-03,8569.08,MXN,Terminado,No,0,,,,,0,0,0,,Mediana,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=136111,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO SA DE CV,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO S.A. DE .CV.,False
APF,INCAN,Instituto Nacional de Cancerología,012NBV001,INCAN-Departamento de Adquisiciones #012NBV001,Jesús Valentín Guerrero Arevalo,297303,ADJUDICACIÓN DIRECTA DE OTROS PRODUCTOS QUIMICOS PARA EL INCAN ABRIL-12,Z15122015 12. Adjudicación Directa Nacional Simplificada LAASSP,SA-012NBV001-N241-2012,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,Presencial,242892,ADJUDICACIÓN DIRECTA DE OTROS PRODUCTOS QUIMICOS PARA EL INCAN ABRIL-12,2012-04-03,2012-06-05,51150,MXN,Expirado,No,0,,,,2012-04-03 00:00:00 GMT,0,0,0,,Micro,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=613085,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO SA DE CV,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO S.A. DE .CV.,False
APF,CINVESTAV,Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional,011L4J995,CINVESTAV-Recursos Materiales #011L4J995,Leticia Brigida Cadena Gutierrez,241541,"REACTIVOS QUIMICOS, REQ. 5096",Z15122015 12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011L4J995-N937-2012,,2012-08-08 13:54,2012-08-10 08:10,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,164908,REACTIVO QUIMICO,2012-08-09,2012-10-04,2376,MXN,Terminado,No,0,,,,2012-08-10 00:00:00 GMT,0,0,0,,Pequeña,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=151247,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO SA DE CV,MULTIPLES ARTICULOS Y SUSTANCIAS PARA LABORATORIO S.A. DE .CV.,False
APF,CFE,Comisión Federal de Electricidad,018TOQ782,CFE-Zona de Distribución Ermita DVMS #018TOQ782,IRMA ALICIA LOPEZ QUINTANA,262228,CAMARA FOTOGRAFICA DIGITAL,Z15122015 07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-018TOQ782-N148-2012,,2012-09-27 15:07,2012-10-01 08:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,596974,CAMARA FOTOGRAFICA DIGITAL,2012-10-04,2012-10-18,62706,MXN,Expirado,No,0,,,,2012-10-04 00:00:00 GMT,0,0,0,,Pequeña,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=165543,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
APF,CFE,Comisión Federal de Electricidad,018TOQ782,CFE-Zona de Distribución Ermita DVMS #018TOQ782,IRMA ALICIA LOPEZ QUINTANA,315734,PANTALLAS,Z15122015 07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-018TOQ782-N169-2012,,2012-12-03 16:29,2012-12-05 11:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,596251,PANTALLAS,2012-12-10,2012-12-17,48715,MXN,Expirado,No,0,,,,2012-12-10 00:00:00 GMT,0,0,0,,Micro,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=202488,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
APF,CFE,Comisión Federal de Electricidad,018TOQ968,CFE-Central Termoelectrica Carbon II #018TOQ968,Juan Manuel Aguilar Resendiz,239434,500460457  RATON PARA COMPUTADORA,Z15122015 07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-018TOQ968-N545-2012,,2012-08-06 15:25,2012-08-14 09:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,171194,RATON PARA COMPUTADORA,2012-08-21,2012-12-31,27775,MXN,Expirado,Si,0,,,,,0,0,0,,Micro,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=149709,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
APF,CFE,Comisión Federal de Electricidad,018TOQ002,CFE-Gerencia Divisional Norte #018TOQ002,Ricardo Quintana Hernández,65914,Adquisición de Monitores y lectores CFE-DDN-2011 (I3PI 500413599),Z15122015 06. Invitación a cuando menos tres Internacional Abierta  LAASSP,IA-018TOQ002-I153-2011,2011-09-14 00:00:00 GMT,2011-09-01 15:09,2011-09-07 11:00,,Adquisiciones,Invitación a Cuando Menos 3 Personas,,44607,CONTRATO DE BIENES MONITOR,2011-09-18,2015-09-09,26000,USD,Expirado,No,0,,,,,0,0,0,,Pequeña,,Micro,MX,HABILITADO,PoC,0,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=39459,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
APF,CFE,Comisión Federal de Electricidad,018TOQ858,CFE-ADMINISTRACION DE ZONA #018TOQ858,MANUEL DANEL BELTRAN,231212,EQUIPO CON SISTEMA DE POSICIIONAMINETO GLOBAL,Z15122015 08. Adjudicación Directa Internacional Abierta Art. 42 LAASSP,AA-018TOQ858-I62-2012,,2012-07-30 11:40,2012-08-09 16:00,Internacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,231637,EQUIPO CON SISTEMA DE POSICIONAMIENTO GLOBAL,2012-10-31,2012-12-10,37500,MXN,Expirado,No,0,,,,,0,0,0,,Pequeña,,Micro,MX,HABILITADO,PoC,0,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=144026,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
APF,CFE,Comisión Federal de Electricidad,018TOQ062,CFE-Divisiòn de Distribuciòn Centro Sur #018TOQ062,Dulce Iris Hernández Loaeza,314496,LECTOR OPTICO (SCANNER),Z15122015 07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-018TOQ062-N410-2012,,2012-11-30 17:07,2012-12-03 13:00,Nacional,Adquisiciones,Adjudicación Directa Federal,Electrónica,275694,LECTOR OPTICO (SCANNER),2012-12-13,2014-01-27,38730,MXN,Expirado,No,0,,,,,0,0,0,,Micro,,Micro,MX,HABILITADO,PoC,,,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=201908,NICKEL AND TOKEN SA DE CV,"NICKEL AND TOKEN, S.A. DE C.V.",False
